,article_id,author,writer,category,number_of_comments,timestamp,title,article_link
0,248066,,عبد الله عياش,فيديوهات,0,2020-08-12 17:51:02+00:00,مي الزوهرة ..تعيش الوحدة وتحكي ظروف معيشتها القاسية,https://ar.hibapress.com/details-248066.html
1,206793,,قسم الميديا,متفرقات,0,2020-01-28 21:47:12+00:00,عثر على آلاف الدولارات .. والكاميرا توثق رد الفعل “العجيب”,https://ar.hibapress.com/details-206793.html
2,206774,,قسم الميديا,متفرقات,0,2020-01-28 21:29:11+00:00,بالفيديو : قبل المأساة بشهر .. براينت في حادث آخر واللقطات “معكوسة”,https://ar.hibapress.com/details-206774.html
3,251834,هبة بريس – ميدلت ,ل.أبروك,مجتمع,0,2020-09-03 16:38:54+00:00,كورونا .. سلطات ميدلت تمنع الدخول أو الخروج من الإقليم إلا برخصة,https://ar.hibapress.com/details-251834.html
4,244227,هبة بريس ـ و م ع ,عبد الله عياش,إقتصاد,0,2020-07-22 19:22:12+00:00,بنشعبون..ارتفاع صافي الأصول الاحتياطية الرسمية بمبلغ 39 مليار,https://ar.hibapress.com/details-244227.html
5,251838,هبة بريس,ل.أبروك,مجتمع,1,2020-09-03 16:45:58+00:00,الملك عن عبد الجبار لوزير: “الراحل كسب حب الناس واحترامهم لما يزيد عن خمسة عقود”,https://ar.hibapress.com/details-251838.html
6,246099,هبة بريس ـ رياضة ,عبد الله عياش,رياضة,1,2020-08-02 12:07:33+00:00,نادي فرنسي يدخل على الخط للتعاقد مع عبد الرزاق حمد الله,https://ar.hibapress.com/details-246099.html
7,245583,هبة بريس,ل.أبروك,رياضة,0,2020-07-30 14:24:22+00:00,رسميا.. إقامة مباريات بطولة الكونفدرالية بالمغرب بنظام المباراة الواحدة,https://ar.hibapress.com/details-245583.html
8,237279,بقلم : عبد الصمد خشيع ,عبد الله عياش,آراء,0,2020-06-15 23:07:33+00:00,مظالم الجائحة …البعد القانوني,https://ar.hibapress.com/details-237279.html
9,237340,بقلم عادل برادة,ل.أبروك,آراء,0,2020-06-16 12:59:27+00:00,زمن كورونا حسابات وجب مراجعتها,https://ar.hibapress.com/details-237340.html
10,209152,,قسم الميديا,متفرقات,0,2020-02-07 21:54:16+00:00,قتل طبيبا بعد جراحة لم ترضيه,https://ar.hibapress.com/details-209152.html
11,251231,هبة بريس,ل.أبروك,بلا حدود,0,2020-08-31 08:53:36+00:00,المستشفى المغربي يقدم أزيد من 15 ألف خدمة طبية لمتضرري انفجار بيروت,https://ar.hibapress.com/details-251231.html
12,209171,,قسم الميديا,متفرقات,0,2020-02-07 22:04:36+00:00,بالصور : الحب يتحدى كورونا .. زفاف جماعي بالكمامات !,https://ar.hibapress.com/details-209171.html
13,245694,هبة بريس ,عبد الله عياش,شؤون دينية,0,2020-07-31 08:51:55+00:00,حجاج بيت الله الحرام يرمون “الجمرة الكبرى”  “صور “,https://ar.hibapress.com/details-245694.html
14,252291,,ي.الضميري,فيديوهات,1,2020-09-05 22:58:37+00:00,معاناة سيدة مع أفراد عائلتها المعاقين تستنجد بالمحسنين,https://ar.hibapress.com/details-252291.html
15,252287,,ي.الضميري,فيديوهات,1,2020-09-05 22:24:33+00:00,ظاهرة ”التشرميل“ مستمرة بحي مولاي رشيد بالبيضاء و الضحية هذه المرة صاحب محل,https://ar.hibapress.com/details-252287.html
16,251569,هبة بريس – وكالات,ل.أبروك,بلا حدود,2,2020-09-02 08:58:13+00:00,بعد فيروز.. الرئيس الفرنسي يلتقي بماجدة الرومي,https://ar.hibapress.com/details-251569.html
17,251469,هبة بريس – وكالات,ل.أبروك,بلا حدود,0,2020-09-01 16:43:34+00:00,الإليزيه: ماكرون سيزور لبنان للمرة الثالثة في أكتوبر المقبل,https://ar.hibapress.com/details-251469.html
18,251583,هبة بريس – وكالات,ل.أبروك,بلا حدود,0,2020-09-02 09:38:42+00:00,البرلمان التونسي يمنح الثقة لحكومة المشيشي,https://ar.hibapress.com/details-251583.html
19,251555,هبة بريس ـ وكالات,ي.الضميري,بلا حدود,2,2020-09-01 22:16:39+00:00,صحيفة فرنسية تعيد نشر رسوم مسيئة للإسلام وسط تنامي حملات الاستنكار,https://ar.hibapress.com/details-251555.html
20,252355,هبة بريس- و م ع,ismail bouyakoubi,مجتمع,2,2020-09-06 11:56:48+00:00,وزارة الصحة تُحيّن طريقتها في علاج مصابي “كورونا”,https://ar.hibapress.com/details-252355.html
21,252346,نجلاء امزيان- هبة بريس,ismail bouyakoubi,مجتمع,0,2020-09-06 10:49:58+00:00,رئيس جماعة “أمتار” يخلي مسؤوليته في واقعة وفاة رضيعة أمام مستوصف الجماعة,https://ar.hibapress.com/details-252346.html
22,252348,هبة بريس- الرباط,ismail bouyakoubi,مجتمع,2,2020-09-06 11:07:04+00:00,نقابة : مصحات الضمان الاجتماعي ملك للطبقة العاملة ونرفض تفويتها للخواص,https://ar.hibapress.com/details-252348.html
23,252417,هبة بريس ـ الرباط,ismail bouyakoubi,مجتمع,0,2020-09-06 17:22:34+00:00,كورونا تُزهق روح 32 مصابا بالمغرب خلال 24 ساعة الماضية,https://ar.hibapress.com/details-252417.html
24,252394,هبة بريس- مكتب طنجة,ismail bouyakoubi,مجتمع,0,2020-09-06 15:30:09+00:00,طنجة.. السلطات تشرع في هدم “عشوائيات” بُنيت في “ليل” بالهرارش,https://ar.hibapress.com/details-252394.html
25,252438,هبة بريس – الرباط,reda lakbir,مجتمع,2,2020-09-06 18:46:07+00:00,مطالب بإقرار ترقية استثنائية لفائدة الممرضين المجازين من الدولة ذوي سنتين من التكوين,https://ar.hibapress.com/details-252438.html
26,252419,هبة بريس- الرباط,ismail bouyakoubi,مجتمع,0,2020-09-06 17:28:32+00:00,كورونا المغرب.. شفاء 1345 مصابا خلال 24 ساعة الماضية,https://ar.hibapress.com/details-252419.html
27,252427,هبة بريس – أكادير,reda lakbir,مجتمع,3,2020-09-06 17:45:29+00:00,أمن أكادير يرد على صاحب شريط تحدث عن خضوعه للحراسة النظرية في ”ظروف مزرية“,https://ar.hibapress.com/details-252427.html
28,252469,محمد,reda lakbir,مجتمع,0,2020-09-06 21:09:58+00:00,سطات تسجل أكبر حصيلة في زمن كورونا من المسؤول؟,https://ar.hibapress.com/details-252469.html
29,252441,هبة بريس – الدار البيضاء,reda lakbir,مجتمع,0,2020-09-06 19:13:34+00:00,زُهاء ألف ”إصابة كورونا“ بجهة البيضاء-سطات تدق ناقوس الخطر على طاولة المسؤولين,https://ar.hibapress.com/details-252441.html
30,252472,هبة بريس – الرباط,reda lakbir,مجتمع,5,2020-09-06 21:14:57+00:00,الحكومة تُقرر إغلاق جميع المؤسسات التعليمية بالبيضاء وإعتماد رخصة التنقل داخل ترابها,https://ar.hibapress.com/details-252472.html
31,252492,هبة بريس ـ الرباط,ي.الضميري,مجتمع,0,2020-09-07 07:55:54+00:00,أحوال الطقس بالمغرب ليوم الاثنين.. ارتفاع ملحوظ في درجات الحرارة,https://ar.hibapress.com/details-252492.html
32,252448,هبة بريس – محمد الأصفر,reda lakbir,مجتمع,0,2020-09-06 19:28:55+00:00,ارتفاع حالات البناء العشوائي بمدينة مراكش خلال ”الظرفية الوبائية “,https://ar.hibapress.com/details-252448.html
33,252504,هبة بريس ـ الدار البيضاء ,ي.الضميري,مجتمع,5,2020-09-07 08:59:13+00:00,وزير الصحة: “درنا لي علينا و الأمور قد تخرج عن السيطرة بالدار البيضاء”,https://ar.hibapress.com/details-252504.html
34,252514,هبة بريس ـ الدار البيضاء,ي.الضميري,مجتمع,0,2020-09-07 09:47:00+00:00,أيت الطالب: “المنظومة الصحية ستجد صعوبة في استيعاب مزيد من الحالات الأيام القادمة”,https://ar.hibapress.com/details-252514.html
35,252487,هبة بريس – الدار البيضاء,reda lakbir,مجتمع,0,2020-09-06 22:59:38+00:00,أكاديمية التعليم لجهة البيضاء-سطات تعلن اعتماد ”التعليم عن بعد“ في مجموعة من عمالات البيضاء,https://ar.hibapress.com/details-252487.html
36,252524,هبة بريس ـ الدار البيضاء ,ي.الضميري,مجتمع,1,2020-09-07 10:36:11+00:00,الهيئات العاملة في مجال الإعاقة الذهنية بالمغرب تبسط توصياتها لتجاوز أزمة كورونا,https://ar.hibapress.com/details-252524.html
37,252494,هبة بريس ـ الدار البيضاء ,ي.الضميري,مجتمع,1,2020-09-07 08:19:05+00:00,بعد تطبيق الإجراءات الجديدة.. طوابير طويلة للسيارات بمداخل البيضاء والأمن يشدد المراقبة,https://ar.hibapress.com/details-252494.html
38,252608,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,0,2020-09-07 17:27:04+00:00,خلال 24 ساعة …تسجيل 33 حالة وفاة بكورونا,https://ar.hibapress.com/details-252608.html
39,252620,هبة بريس,عبد الله عياش,مجتمع,1,2020-09-07 18:32:14+00:00,وفاة الدبلوماسي المغربي السابق بوشعيب الخلفي في فرنسا,https://ar.hibapress.com/details-252620.html
40,252605,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,2,2020-09-07 17:17:19+00:00,فريق برلماني يُسائل العلمي حول ارتفاع أثمنة الخضر والفواكه,https://ar.hibapress.com/details-252605.html
41,252563,هبة بريس ـ الدار البيضاء ,ي.الضميري,مجتمع,0,2020-09-07 14:14:57+00:00,بداية من غد الثلاثاء.. مندوبية السجون تقرر وقف الزيارات العائلية,https://ar.hibapress.com/details-252563.html
42,252638,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,3,2020-09-07 20:10:22+00:00,قادة “حراك الريف” يفكون إضرابهم عن الطعام,https://ar.hibapress.com/details-252638.html
43,252611,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,0,2020-09-07 17:46:35+00:00,خلال 24 ساعة …تسجيل 822 حالة شفاء,https://ar.hibapress.com/details-252611.html
44,252644,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,1,2020-09-07 21:32:35+00:00,الوباء : المغرب يحث على تقديم دعم قوي للبلدان النامية,https://ar.hibapress.com/details-252644.html
45,252653,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,4,2020-09-07 22:05:09+00:00,حزب مغربي يلتمس من الملك التدخل لتطهير قطاع العدل من الفساد,https://ar.hibapress.com/details-252653.html
46,252656,هبة بريس ـ الرباط,عبد الله عياش,مجتمع,0,2020-09-07 22:22:09+00:00,دول الساحل والصحراء تتابع بـ “بارتياح كبير” المحادثات الليبية ببوزنيقة,https://ar.hibapress.com/details-252656.html
47,252667,هبة بريس,ي.الضميري,مجتمع,0,2020-09-08 08:01:58+00:00,أحوال الطقس بالمغرب ليوم الثلاثاء.. ارتفاع ملحوظ في درجات الحرارة,https://ar.hibapress.com/details-252667.html
